Gene_Symbol,NOD 1,NOD 2,NOD 3,NOD 4,NOD 5,NOD 6
Pink1,1.0294753,0.9202017,0.79141396,0.6538982,0.9766419,1.0233581
Blr1,0.8293947,0.70660377,0.81508434,1.0643302,0.9657496,1.0342504
H2-DMb2,1.0172176,0.77957237,0.98278236,1.3015072,0.93583876,0.8733797
Klre1,0.93807834,0.7893222,0.78961664,1.0133133,1.0404067,0.9866867
Il8rb,0.9671535,1.0328466,0.8088213,0.73565555,0.85979545,1.1640589
4930542G03Rik,0.979708,0.99452806,1.005472,0.94429034,0.98182005,1.0096178
Manbal,0.93248224,0.793656,0.82122016,0.996393,1.0036069,1.0484457
Erdr1,0.95083845,0.8771442,0.94143796,0.9528742,1.3543104,1.0471258
Zadh2,1.0269246,0.9420767,0.9622942,1.063897,0.97307533,0.90587264
Napsa,1.1281188,0.88442487,0.94060063,1.0593994,0.8352556,0.9275958
Spna1,0.97707725,0.9935744,0.88665485,0.9666103,1.0064256,1.0204483
Vars,0.97533494,0.8388788,0.9462207,0.99255955,1.0074404,1.0270284
A230020G22Rik,1.0133137,0.92482024,0.9130913,1.0156478,0.9427281,0.98668635
Ccng2,1.0116646,0.9388553,0.98833543,0.9826924,0.9464811,1.019654
Kcnc4,0.93027365,0.93326914,1.0628601,0.8644461,0.9371398,1.0696405
Ifit3,0.94389033,0.83700454,0.872116,1.0561097,0.81216013,1.1580664
Sdh1,0.9100596,1.0283122,0.9196883,0.9716878,0.8625649,1.0864997
Ube2b,0.8407147,0.91262996,0.98572147,0.8817305,1.2035115,1.0142785
Myd116,0.9946236,0.90632164,1.0220759,0.93132496,0.9110875,1.0053763
Grap,1.1041627,0.87260944,0.90865463,0.9841544,1.0158457,0.96961457
Blr1,1.0143514,0.7758381,0.8306891,1.1213621,0.9856484,0.93469554
Ifi35,1.0012072,0.9022785,0.961537,1.0024492,0.98823124,0.99879277
Unc93b1,1.0630084,0.7030336,0.7616065,0.9369916,0.8874362,1.1801196
D12Ertd647e,0.93788356,0.8671298,0.9022958,0.8354275,1.0621164,1.073972
4933407N01Rik,0.78675807,0.90394294,0.95299053,1.0047036,1.0566343,0.9952964
Fgd2,1.0227562,0.75447,0.88826245,0.97724366,1.1210599,0.9462169
LOC433224,0.9938102,0.92959565,1.0033805,0.92813927,0.99661946,1.0643265
Vars,1.0414474,0.97188985,0.88406146,0.9921742,1.0002512,0.9997488
Serpina3g,0.83539623,0.90680605,0.9110554,1.2752341,0.747618,1.0889447
1810030N24Rik,0.9168958,0.7483595,0.956866,0.9928987,1.0071013,1.0807229
Smox,0.9375244,1.0624758,0.92717564,0.7102444,1.2457771,0.8370299
Hist2h2ab,1.0893457,0.94553554,0.98928434,0.7386134,1.0107156,0.9429112
Map17,1.1721137,0.9162529,1.0420614,0.71275574,0.83766043,0.9579385
Pep4,0.99260813,0.9032333,0.97506857,0.98080474,1.0073918,1.0089085
C2ta,0.9976654,0.7629796,0.9015495,1.0608068,0.82412016,1.0023347
Serinc1,0.7800455,0.86995447,0.7712189,0.9126019,1.2351341,1.0873983
Rpl27a,0.9002688,0.8099359,0.84477943,1.0471818,0.95281816,1.0896457
Rmnd1,1.0022638,0.8967779,0.9329826,0.9977362,0.9652972,1.013115
Pnp,0.87572,0.91712236,0.9132115,1.0077176,0.9922823,1.2972093
Lgals3bp,0.9526693,0.8214191,0.953951,1.046049,0.6962282,1.1476803
Esco2,0.87292624,1.0831674,0.83651924,0.8755477,1.000538,0.9994621
4933407N01Rik,0.7584708,0.9074068,0.87776893,0.94250256,1.0574975,1.0629437
Dnajc15,0.81038773,0.6897374,0.809314,1.0066897,0.99331033,1.1789596
1810037B05Rik,0.99221754,0.8360103,1.0077825,1.258332,0.9700754,0.94106877
Cat,0.73952097,1.0687536,0.9312465,0.76714766,1.2970389,0.90616727
Pafah1b3,1.0049424,0.9194594,0.9586302,0.9950577,0.9651116,1.0220543
Fcer2a,0.9884573,0.9171136,0.97957283,1.1650319,1.0115428,0.89404184
Cd19,0.9943806,0.65940666,0.8697939,1.0056194,0.8956531,1.0112101
Fcer2a,1.031179,0.8409902,0.968821,1.1714618,0.93338853,0.84527254
Cd19,0.9961576,0.74212587,0.771801,1.097202,0.97052485,1.0038425
Gngt2,1.0775962,0.7253329,0.84514976,0.8824877,0.9224039,1.137144
Rbm38,1.0089829,0.8019797,0.8194436,0.9910171,0.90380013,1.32015
D12Ertd647e,0.92544574,0.8500933,0.96336704,0.8442511,1.036633,1.0895516
4432416J03Rik,0.9651523,1.0097184,0.9543082,0.9383909,1.0651383,0.99028164
Ifi30,1.0241868,0.7971663,0.8885365,0.95347035,0.9758131,1.2081276
1300010A20Rik,0.98473406,1.015266,0.8543962,0.74802375,1.053872,0.8694556
Jund1,1.0260285,0.9739716,1.1032852,0.7239964,0.910513,0.86978674
Psmb5,0.80751705,0.91178286,0.9796459,1.0349151,1.005936,0.9940638
Atox1,0.96432424,0.72457653,1.0356759,0.83862174,0.8025971,1.1968552
Fxc1,0.94092655,0.9740627,0.9300079,0.88585323,1.0259373,1.0529197
Dctn4,1.0042484,0.9902681,0.9957516,0.962847,1.0203224,0.9955536
Oas1g,1.0309461,0.9622128,0.96905386,0.9429108,0.9637281,1.2388253
Ypel3,0.8631815,1.0448216,0.9409142,0.77499974,1.1503028,0.9551784
Pold4,1.0254034,0.62521094,0.8234129,1.120182,0.9593248,0.97459656
H2-Q8,1.0523791,0.897023,0.94737095,1.044605,0.8507199,0.9553951
4732429D16Rik,0.9681529,0.97513115,0.9967249,0.9804991,1.0032752,1.0318905
H2-Ab1,1.0945163,0.8098982,0.9054837,1.1002088,0.87665886,0.63517094
Abhd4,0.8902929,1.0450168,0.99840975,0.8752909,1.0015904,0.9646237
Blk,0.960112,0.83529174,0.94226605,1.2333804,0.9626195,1.0373805
Hist1h2bm,0.8117522,0.9510672,1.0637883,0.6330096,0.96165717,1.0383428
Rbm38,1.0976484,0.7410502,0.779936,0.90235156,0.8768858,1.1433278
Cd37,1.0830402,0.8096205,0.8146761,1.0340295,0.9659706,0.9112093
Zfp318,0.991073,0.80009764,0.85152173,1.0193676,1.008927,0.8618027
Add3,0.99394345,0.97805494,1.0060565,0.94178087,0.98741144,1.0074055
Tnfrsf13c,0.86219484,0.68970376,0.7709658,1.2801653,1.0836744,0.9163257
Hn1,0.80400735,0.81259614,0.97844386,0.7041121,1.3693887,1.0215561
Ii,1.0007361,0.5948846,0.784285,1.1470516,0.7304235,0.99926394
Vamp8,1.0952682,0.8021878,0.90473163,0.86445886,0.8809489,1.183836
Rpl7a,1.0233827,0.83827996,1.1588632,0.8515433,0.9077588,0.9766174
Trim30,0.9464202,0.8591554,0.809537,0.91544217,1.0535799,1.1622568
Apoc2,0.9774936,0.9395588,1.0225065,0.96030414,1.040651,0.97234344
Hist1h2ae,0.96544284,0.88789964,0.97948164,0.9475915,1.0406321,1.0205184
H2-DMb1,1.0077425,0.70967335,0.77598906,1.0119015,0.76946574,0.99225754
Nfe2,1.1161958,0.9812213,0.8838934,0.79429156,0.84654933,1.0187787
Fcgr2b,0.9297062,0.8145834,0.8271831,0.9533372,1.0968938,1.0466628
Atp5g2,0.974359,0.78273004,0.80938566,1.0657221,0.76041436,1.025641
Selenbp1,0.9097613,0.99821454,1.0017854,0.88179326,0.9535735,1.0077239
Gadd45a,0.82192004,0.9887232,0.9030148,0.7775978,1.036256,1.0112767
Blk,0.97828144,0.7503845,0.8854254,1.2994189,0.9865991,1.013401
Mrpl10,0.9686865,0.90609795,0.9234225,1.0313134,0.9356478,1.1135302
Ifi30,1.0694349,0.6982521,0.8208496,0.9163303,0.9305652,1.1417238
Ccl4,0.93556285,0.93985885,1.0106107,0.99041015,0.9336168,1.00959
BC056474,1.0041034,0.82918173,0.8738202,0.9958964,0.903317,1.1956339
Ptpn14,0.90324056,0.9186826,1.0813174,0.8025575,1.1752255,0.8727539
Scoc,0.8225254,0.96717894,0.9826436,0.8710508,1.0973473,1.0173563
Gadd45a,0.9424716,1.100548,0.98177177,0.68373644,1.0182283,0.8557007
Ian3,0.9940377,0.7656047,0.8399462,1.1726172,0.9747111,1.0059624
Npn3,0.9955881,1.0016074,0.8879434,1.0135193,0.9556127,0.9983926
Ctsc,0.96699274,0.9248949,0.99556106,0.9849935,1.0317557,1.0044389
2410146L05Rik,0.98220956,1.0019091,0.9792439,0.99809086,0.9757546,1.0236483
Haao,1.0727062,0.91162646,0.9209993,1.045768,0.9063837,0.954232
Fcrla,0.9898108,0.65461683,0.8251933,1.19439,1.0001626,0.99983746
Ii,1.0170221,0.64232075,0.7898989,1.3157824,0.7511934,0.98297787
Pou2af1,0.88038665,0.59284014,0.77521825,1.1216198,0.803918,1.1196134
Rbm13,1.0423183,1.0060312,0.9855833,0.9939688,0.97305053,0.96826774
Ly86,0.9925668,0.6399086,0.79407716,1.0074332,0.76304686,1.3250521
Fcrla,1.0851371,0.66161424,0.88872933,1.2296653,0.9028775,0.9148629
2700097O09Rik,0.7239375,0.83545184,0.982686,0.7425836,1.4597052,1.017314
1700023B02Rik,0.96433645,0.68087953,0.86478126,0.60094815,1.0439552,1.0356637
Cd79b,1.0801519,0.6320772,0.8185925,1.2748663,0.8721521,0.919848
Zfp330,0.9646369,0.9830884,1.0200433,0.9604922,1.0025444,0.99745566
Fcer2a,1.080292,0.6421357,0.8829636,1.2027264,0.919708,0.8367133
2010323F13Rik,1.0743349,0.9003069,0.9623255,0.8722312,0.8586345,1.0376745
S100a13,0.9783029,0.89159274,1.0217234,0.9005725,0.9129577,1.0216973
Ear10,0.9467566,1.0448886,0.97634965,0.9996951,1.0003048,0.96264946
D17H6S56E-5,0.98419076,0.9874388,0.9625684,1.0320125,1.0125612,0.9366781
Car2,0.87724245,1.0396541,0.96034586,0.6093539,1.1264931,0.65099037
Cd79a,1.1029968,0.53822666,0.7945607,1.1761136,0.7604833,0.89700323
Fcrla,1.0375788,0.69053,0.8605925,1.1837548,0.9624211,0.8290081
H2-Eb1,1.0735874,0.7252736,0.9264127,1.3030121,0.815027,0.9148568
H2-Oa,1.033715,0.7095672,0.966285,1.2133913,0.77591383,0.79217046
Rpl30,1.0513988,0.6843323,0.6856433,1.0090448,0.8844974,0.9909553
Tomm22,1.0434968,0.9738807,0.9270944,0.9471062,0.9826876,1.0173124
Atp6v1d,0.9150069,0.8206405,0.875931,0.9824881,1.0175118,1.0371305
H2-T23,1.1315777,0.78473514,0.86842227,1.1941148,0.8614399,0.84288305
Atf4,1.0539453,0.90874004,0.9601046,0.90505534,1.0336862,0.9663139
Rad23a,0.95697016,0.9632105,1.0367894,0.80381316,1.052483,0.80645955
Cd79b,1.0882276,0.6536144,0.9117723,1.1175835,0.76371264,0.8697137
Capg,1.0178941,0.9260591,0.84459573,0.982106,0.9092942,1.1753496
Ccndbp1,0.8473999,0.990617,1.0093831,0.72998244,1.0497143,0.93991387
Ctsc,0.97395205,0.97170436,0.9642467,0.9850629,1.0149372,1.02387
Siat9,0.896065,1.1039351,0.8589271,0.74121857,1.3930169,0.7369
Apoe,1.0319057,0.9680944,0.9262188,0.9520373,0.9333221,1.1747981
Vpreb3,1.0802414,0.72663504,0.86538553,1.0456384,0.95436156,0.8736637
Rad23a,0.97941816,1.0205818,1.1730566,0.7391051,0.8988335,0.86660564
Picalm,0.9444435,1.0036424,0.907666,0.9412116,0.9963577,1.2072533
Fcrla,1.0288594,0.8518583,0.90255237,1.0701913,0.9711407,0.860852
2510048K03Rik,1.0087676,0.92725414,0.8597634,0.9912324,0.94071114,1.070601
Trim59,1.0068886,0.99311143,0.96724737,0.9682521,0.97049505,1.0324217
Tmem14c,1.0403641,0.95366263,1.1275858,0.9272575,0.95963603,0.9335623
Rpl29,0.8916908,0.653831,0.952676,1.0105344,0.98946553,1.2221847
Gvin1,0.9694421,0.7552645,0.746774,0.9607607,1.030558,1.2662328
AI661311,0.88658684,0.95046043,0.87853646,1.0995678,0.9290948,1.0495397
2010323F13Rik,1.0483891,0.8811239,0.9516111,0.78116024,0.79911864,1.072831
Lat,1.0165845,0.9113635,0.9722304,0.98326945,1.1292398,0.9834155
Ift140,0.8946776,0.85659885,0.8482322,0.9818971,1.0612048,1.018103
G1p2,0.85899115,0.8607499,1.2245792,0.6250093,0.9211051,1.0788949
EG630499,1.0574251,0.8400497,0.998438,1.0015621,0.87985724,0.8392049
H2-Q7,1.1034796,0.79588175,0.8663936,1.003386,0.99661404,0.99649006
Rad23a,0.8231147,1.2649293,1.096408,0.6231181,0.9035919,0.6472689
5230400G24Rik,0.9675894,0.9907695,0.98174465,1.0092306,1.016279,0.9899676
Prdx2,0.94855124,1.0012954,0.9888919,1.0567346,0.98672557,0.99870455
Ctsc,0.9814619,0.90642655,0.9212272,1.0185382,0.93113637,1.0462383
Cd8b,1.0178634,0.8002772,0.83784795,0.9821366,0.9299542,1.0196869
Ly6c,1.0327747,0.8229983,0.8694215,0.8958279,0.9672253,1.9945682
Ly6e,1.0525005,0.6763705,0.7791811,0.9474995,0.7663531,1.3107715
Sri,0.96105343,0.9253486,0.9071406,0.9840257,1.0159743,1.0563182
Fgfr1op2,0.9532995,0.902963,0.8519326,0.9379436,1.1653872,1.0467005
H2-Ob,1.063497,0.8294363,0.89802194,1.0886295,0.9160544,0.93650293
H2-T17,0.9806172,0.93347704,0.9684129,1.0239241,1.019383,0.97303236
Prdx2,0.9622386,1.0123922,0.98760784,0.7653451,1.1214964,0.91800505
Irf7,0.98841596,0.92947197,1.0115842,0.8839162,0.91801554,1.0700624
Rpl29,0.98619646,0.9657273,1.0138035,0.9735364,1.1295418,0.9295063
Tmem14c,0.9377324,1.0040386,0.9904856,0.99596155,1.0137671,0.9289067
Ly6d,1.0258687,0.89051455,0.95222646,1.0085033,0.97710085,0.99149674
Ly6d,0.98675597,0.813127,0.8727197,1.0132439,0.96955436,1.0622697
H2-T23,0.9969766,0.99822205,0.98139447,1.0017779,1.0100154,0.9772561
Bzrpl1,0.9675407,0.93830085,1.024925,0.7654789,1.1545413,0.97507507
H2-Aa,1.0214599,0.8985603,0.9495297,1.0004853,0.9661898,0.9995145
Fcer1g,0.9762047,1.0330228,0.97979456,1.0020846,0.9979153,0.94109756
H2-Ab1,1.0256168,0.93314177,0.89344263,1.0476468,0.96515226,0.97438335
